"","991
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","20","",".",".",".",".",".",".",".","70.0",".",".",".","20.0",".",".","10.0","."
"NUTR SCI
694","Dept. Total","1489","3.069","27.7","17.9","23.4","10.2","13.3","2.9","0.7","2.4",".",".",".","0.3","0.7","0.2","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","227","2.830","12.8","18.5","30.8","14.5","15.9","6.6","0.9",".",".",".",".",".",".",".",".","."
"Sophomore","","388","3.060","18.0","25.5","25.8","14.4","14.9","1.0",".",".",".",".",".",".",".","0.3",".","."
"Junior","","297","3.015","24.9","17.5","26.3","9.1","16.5","3.4","1.0",".",".",".",".",".","1.0","0.3",".","."
"Senior","","494","3.218","43.9","12.8","18.8","7.1","10.7","2.6","1.2","1.2",".",".",".",".","1.6",".",".","."
"Undergraduates","","1406","3.063","27.7","18.2","24.3","10.7","13.9","3.0","0.8","0.4",".",".",".",".","0.8","0.1",".","."
"Special","","12","3.121","33.3","25.0","16.7",".","8.3","8.3",".",".",".",".",".",".",".","8.3",".","."
"Graduate","","69","3.429","24.6","10.1","7.2","1.4","1.4",".",".","42.0",".",".",".","5.8",".",".","7.2","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","50.0","."
"","Dept. Total","1489","3.069","27.7","17.9","23.4","10.2","13.3","2.9","0.7","2.4",".",".",".","0.3","0.7","0.2","0.4","."
