"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","167","3.723","54.5","26.9","7.2","1.2","",".","0.6","",".","9.0","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.500","36.8","52.6",".","5.3","",".","5.3","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","33","3.806","69.7","21.2","9.1",".","",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","32","3.694","59.4","18.8","18.8","3.1","",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","51","3.723","54.9","41.2","3.9",".","",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","135","3.703","57.0","32.6","8.1","1.5","",".","0.7","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","11","3.739","45.5","9.1","9.1",".","",".",".","",".","27.3","",".",".","",".","",".","9.1",".",".","."
"Graduate","","21","4.000","42.9",".",".",".","",".",".","",".","57.1","",".",".","",".","",".",".",".",".","."
"","Dept. Total","167","3.723","54.5","26.9","7.2","1.2","",".","0.6","",".","9.0","",".",".","",".","",".","0.6",".",".","."
