"","812
041","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","812
042","","8","3.500","37.5","25.0","37.5",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","812
043","","9","3.722","44.4","55.6",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Neuroscience Core Clerkship","Course Total","","22","3.614","36.4","50.0","13.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"NEUROL
676","Dept. Total","","49","3.781","71.4","22.4","6.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","19","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","26","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","22","3.614","36.4","50.0","13.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","22","3.614","36.4","50.0","13.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","49","3.781","71.4","22.4","6.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
