"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","311
005","21","3.950","90.5",".","4.8",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","311
006","16","3.563","50.0","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","007
311","19","3.711","63.2","26.3","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","311
008","18","3.694","66.7","16.7","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","311
009","19","3.472","36.8","21.1","31.6","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","311
010","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
011","21","3.524","28.6","52.4","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","204","3.582","52.0","24.5","16.2","2.5","2.9","0.5","0.5","1.0",".",".",".",".",".",".",".","."
"","001
319","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","18","3.719","55.6","16.7","16.7",".",".",".",".",".",".",".",".",".",".","5.6",".","5.6"
"Topics in Span Lang Pract","Course Total","37","3.829","70.3","16.2","8.1",".",".",".",".",".",".",".",".",".",".","2.7",".","2.7"
"","001
320","21","3.167","33.3","14.3","33.3","9.5",".","9.5",".",".",".",".",".",".",".",".",".","."
"","002
320","24","3.813","79.2","12.5","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","320
003","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
320","27","3.926","96.3",".",".",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"","005
320","24","3.543","58.3","8.3","16.7","4.2","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"","320
006","23","3.568","47.8","26.1","8.7","13.0",".",".",".",".",".",".",".",".","4.3",".",".","."
"Spanish Phonetics","Course Total","143","3.681","69.9","9.8","10.5","4.2","2.8","1.4",".","0.7",".",".",".",".","0.7",".",".","."
"","322
001","21","3.619","47.6","28.6","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
322","22","3.386","40.9","22.7","27.3",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","43","3.500","44.2","25.6","25.6",".","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"","324
001","28","3.732","78.6","10.7","7.1",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","324
002","23","3.196","26.1","26.1","30.4","13.0",".",".","4.3",".",".",".",".",".",".",".",".","."
"","324
003","22","3.386","50.0","18.2","13.6","4.5","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","73","3.459","53.4","17.8","16.4","5.5","2.7","1.4","2.7",".",".",".",".",".",".",".",".","."
"","001
325","23","3.705","65.2","13.0","13.0",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","325
002","20","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
003","24","3.813","75.0","20.8",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","325
004","25","3.813","72.0","16.0","4.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","92","3.761","68.5","17.4","8.7","1.1","2.2",".",".","2.2",".",".",".",".",".",".",".","."
"","326
001","24","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","326
002","22","3.432","50.0","13.6","22.7",".","13.6",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","46","3.663","69.6","6.5","17.4",".","6.5",".",".",".",".",".",".",".",".",".",".","."
"","327
001","24","3.646","50.0","29.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","327
002","24","3.396","25.0","41.7","25.0","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","327
003","24","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","72","3.576","41.7","36.1","19.4","1.4","1.4",".",".",".",".",".",".",".",".",".",".","."
"Spanish Business Area Study","359
001","23","3.826","69.6","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","361
001","22","3.523","31.8","45.5","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","23","3.048","17.4","17.4","39.1","8.7","4.3",".","4.3",".",".",".",".",".",".","4.3",".","4.3"
"Intro to Romance Languages","429
001","92","3.712","65.2","18.5","12.0","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Linguistics","446
001","18","3.882","72.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","5.6"
"Lit-Twentieth Century","453
001","22","3.786","68.2","18.2","4.5","4.5",".",".",".",".",".",".",".",".",".",".","4.5","."
"Literatura Hispanoamericana","460
001","21","3.595","47.6","28.6","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 311 of 409",""
