"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","7","2.700",".","14.3","14.3","28.6","14.3",".",".","28.6",".",".",".",".",".",".",".","."
"","102
002","19","3.237","15.8","47.4","21.1",".","15.8",".",".",".",".",".",".",".",".",".",".","."
"","102
003","10","2.944","20.0","10.0","50.0",".",".",".","10.0","10.0",".",".",".",".",".",".",".","."
"","004
102","19","3.026","15.8","26.3","31.6","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","102
005","24","3.354","50.0","12.5","25.0",".","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","102
006","23","3.045","8.7","30.4","34.8","4.3","17.4",".",".","4.3",".",".",".",".",".",".",".","."
"","102
007","23","3.043","21.7","30.4","21.7","4.3","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","102
008","23","2.955",".","26.1","47.8","8.7","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"","009
102","24","3.521","33.3","37.5","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
102","18","2.944","22.2","22.2","22.2",".","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"","011
102","6","2.917","33.3",".",".","50.0","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
012","11","2.727","9.1","18.2","27.3","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".","."
"","102
013","13","3.038","15.4","23.1","38.5","15.4",".","7.7",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","220","3.098","20.0","25.9","29.5","6.8","12.3","1.8","1.4","2.3",".",".",".",".",".",".",".","."
"","203
001","20","3.075","35.0","20.0","15.0","5.0","20.0",".","5.0",".",".",".",".",".",".",".",".","."
"","203
002","10","3.200","20.0","40.0","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","203
003","11","3.682","63.6","9.1","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","6","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
203","19","3.711","63.2","26.3","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","3.370","34.8","26.1","26.1","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","007
203","22","3.386","40.9","9.1","40.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
008","21","3.762","81.0","9.5","4.8",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"","203
009","20","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
010","22","3.450","36.4","22.7","22.7","4.5","4.5",".",".","9.1",".",".",".",".",".",".",".","."
"","011
203","21","3.524","42.9","23.8","28.6","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","203
012","21","3.381","23.8","33.3","38.1","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","203
013","22","3.333","36.4","13.6","31.8","4.5","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"","203
014","24","3.563","50.0","20.8","25.0",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
015","23","3.435","30.4","47.8","4.3","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
016","22","3.114","31.8","13.6","36.4",".","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","203
019","6","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","313","3.434","41.2","23.6","24.0","3.5","5.4","1.0","0.3","1.0",".",".",".",".",".",".",".","."
"","204
001","20","2.775","15.0","10.0","35.0","5.0","30.0","5.0",".",".",".",".",".",".",".",".",".","."
"","204
003","23","3.217","21.7","30.4","39.1","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
004","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","17","3.400","29.4","23.5","29.4",".","5.9",".",".","11.8",".",".",".",".",".",".",".","."
"","006
204","21","3.071","14.3","23.8","42.9","9.5","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","007
204","22","3.182","27.3","22.7","27.3","4.5","18.2",".",".",".",".",".",".",".",".",".",".","."
"","204
009","24","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
204","24","2.854","20.8","16.7","25.0","4.2","25.0","8.3",".",".",".",".",".",".",".",".",".","."
"","011
204","16","2.813","6.3","12.5","56.3","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
"","204
012","24","3.438","25.0","41.7","29.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","204
013","20","2.750","15.0","15.0","40.0","5.0","15.0",".","10.0",".",".",".",".",".",".",".",".","."
"","204
014","22","3.159","31.8","13.6","36.4","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","204
015","20","2.925","15.0","15.0","45.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","204
016","24","2.833","16.7","4.2","45.8","12.5","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 309 of 409",""
