"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","86216","3.258","37.3","19.9","19.2","7.7","7.1","2.1","1.1","2.7","0.0","1.3","0.0","0.6","0.5","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","8276","2.984","24.4","19.1","23.0","11.8","11.6","4.2","2.0","0.1",".","3.2","0.2",".","0.1",".","0.0","0.1"
"Sophomore","","20231","3.177","31.6","21.9","22.9","9.4","9.0","2.3","1.1","0.1",".","1.4","0.0",".","0.2","0.0","0.0","0.0"
"Junior","","20420","3.230","35.5","20.7","22.5","8.6","8.1","2.2","1.1","0.2","0.0","0.6","0.0",".","0.3","0.1","0.0","0.0"
"Senior","","25804","3.308","40.8","21.2","18.8","7.4","6.3","2.0","1.2","0.8","0.0","0.7","0.0","0.1","0.5","0.1","0.1","0.0"
"Undergraduates","","74731","3.212","35.0","21.0","21.4","8.8","8.1","2.4","1.3","0.3","0.0","1.2","0.0","0.0","0.3","0.1","0.0","0.0"
"Special","","1720","3.376","32.2","12.3","8.5","4.4","3.3","1.3","1.5","25.6",".","3.8","0.1",".","0.6","1.9","4.2","0.2"
"Graduate","","9771","3.811","55.4","12.6","4.6","0.6","0.4","0.1","0.1","17.3","0.2","2.1","0.0","4.7","1.5","0.1","0.3","0.0"
"Prof Yr 1","","60","3.876","80.0","16.7","1.7",".",".",".",".","1.7",".",".",".",".",".",".",".","."
"Prof Yr 2","","73","3.813","82.2","12.3","4.1",".",".","1.4",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","102","3.848","75.5","12.7","2.9","1.0","1.0",".",".","1.0",".",".",".",".","3.9",".","2.0","."
"Prof Yr 4","","22","3.821","54.5","13.6","4.5",".",".",".",".","18.2",".","4.5",".",".","4.5",".",".","."
"Professionals","","257","3.840","76.7","13.6","3.1","0.4","0.4","0.4",".","2.3",".","0.4",".",".","1.9",".","0.8","."
"","College Total","86479","3.258","37.4","19.9","19.2","7.7","7.1","2.1","1.1","2.8","0.0","1.3","0.0","0.6","0.5","0.1","0.2","0.0"
