"","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Thesis","Course Total","15","",".",".",".",".",".",".",".","53.3",".",".",".","40.0","6.7",".",".","."
"Indep Reading & Research","999
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"AFRICAN
104","Dept. Total","422","3.450","45.0","19.0","13.5","4.7","9.0","0.5","1.2","2.8","0.2",".",".","1.4","1.7","0.5","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.230","26.3","23.7","26.3","10.5","10.5",".","2.6",".",".",".",".",".",".",".",".","."
"Sophomore","","88","3.494","54.5","15.9","10.2","5.7","9.1",".","2.3",".",".",".",".",".","1.1",".",".","1.1"
"Junior","","102","3.470","48.0","21.6","10.8","3.9","9.8","1.0","1.0",".",".",".",".",".","2.9","1.0",".","."
"Senior","","140","3.349","40.0","20.7","17.1","5.0","11.4","0.7","0.7","2.1","0.7",".",".",".","0.7","0.7",".","."
"Undergraduates","","368","3.408","44.3","20.1","14.7","5.4","10.3","0.5","1.4","0.8","0.3",".",".",".","1.4","0.5",".","0.3"
"Special","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","50","3.873","50.0","8.0","6.0",".",".",".",".","18.0",".",".",".","12.0","4.0",".","2.0","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","422","3.450","45.0","19.0","13.5","4.7","9.0","0.5","1.2","2.8","0.2",".",".","1.4","1.7","0.5","0.2","0.2"
