"","699
004","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
006","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
014","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","945","3.796","72.8","13.3","6.3","1.8","1.5","0.1","0.1","3.3","",".",".","",".","",".","0.5",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","85","3.752","68.2","17.6","5.9","3.5","2.4",".",".",".","",".",".","",".","",".","1.2",".",".","1.2"
"Sophomore","","176","3.803","77.8","13.6","4.5","2.3","1.1",".",".","0.6","",".",".","",".","",".",".",".",".","."
"Junior","","205","3.772","71.2","14.1","8.3","1.0","1.5","0.5","0.5","1.0","",".",".","",".","",".","1.5",".",".","0.5"
"Senior","","420","3.841","75.0","11.7","6.0","1.2","0.5",".",".","5.7","",".",".","",".","",".",".",".",".","."
"Undergraduates","","886","3.807","74.0","13.2","6.2","1.6","1.0","0.1","0.1","3.0","",".",".","",".","",".","0.5",".",".","0.2"
"Special","","25","3.592","56.0","20.0","12.0",".","12.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","33","3.708","54.5","12.1","6.1","9.1","3.0",".",".","12.1","",".",".","",".","",".","3.0",".",".","."
"Prof Yr 3","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","945","3.796","72.8","13.3","6.3","1.8","1.5","0.1","0.1","3.3","",".",".","",".","",".","0.5",".",".","0.2"
