"","999
055","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
078","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
086","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","14","4.000","64.3",".",".",".",".",".",".","35.7","",".",".","",".",".",".",".",".","."
"NURSING
692","Dept. Total","1575","3.837","67.5","16.4","3.4","0.5","0.2","0.1","0.1","1.8","",".","9.7","",".","0.1","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.811","77.3","13.6","9.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","57","3.817","80.7","14.0","1.8","1.8",".","1.8",".",".","",".",".","",".",".",".",".",".","."
"Junior","","159","3.730","54.1","20.1","3.1","2.5",".",".","0.6",".","",".","19.5","",".",".",".",".",".","."
"Senior","","1114","3.843","67.8","17.4","3.1","0.3","0.3",".","0.1",".","",".","11.0","",".",".","0.1",".",".","."
"Undergraduates","","1352","3.831","66.9","17.5","3.2","0.6","0.2","0.1","0.1",".","",".","11.3","",".",".","0.1",".",".","."
"Special","","21","4.000","95.2",".",".",".",".",".",".","4.8","",".",".","",".",".",".",".",".","."
"Graduate","","192","3.869","68.2","9.9","5.7",".",".",".",".","14.6","",".",".","",".","0.5","1.0",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","9","3.980","88.9","11.1",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","10","3.929","80.0","20.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1575","3.837","67.5","16.4","3.4","0.5","0.2","0.1","0.1","1.8","",".","9.7","",".","0.1","0.2",".",".","."
