"TERM : 1134","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2012-2013","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","193","3.288","37.8","8.3","22.3","2.1","3.6","3.1","0.5","21.8","",".",".","",".","0.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.250","33.3",".","66.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","29","3.396","34.5","17.2","41.4",".","3.4",".",".","3.4","",".",".","",".",".","",".",".",".","."
"Senior","","86","3.164","43.0","10.5","27.9","3.5","7.0","7.0","1.2",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","118","3.224","40.7","11.9","32.2","2.5","5.9","5.1","0.8","0.8","",".",".","",".",".","",".",".",".","."
"Special","","4","3.409","25.0","25.0","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","59","3.613","22.0",".","5.1","1.7",".",".",".","69.5","",".",".","",".","1.7","",".",".",".","."
"Prof Yr 2","","11","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","12","3.923","91.7","8.3",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","193","3.288","37.8","8.3","22.3","2.1","3.6","3.1","0.5","21.8","",".",".","",".","0.5","",".",".",".","."
