"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Program","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"201
BME Fundamentals & Design","001","","82","3.823","78.0","11.0","8.5","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"301
Biomed Engineering Design","001","","60","3.600","33.3","53.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"310
Bioinstrumentation","001","","88","3.392","33.0","26.1","28.4","11.4","1.1",".",".",".",".",".",".",".",".",".",".","."
"320","001","","9","3.000","22.2","22.2","22.2",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"320","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Transport Phenomena","Course Total","","10","3.050","20.0","30.0","20.0",".","30.0",".",".",".",".",".",".",".",".",".",".","."
"389","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","4","***","","","","","","","","","","","","","","","",""
"399","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","083","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","089","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","093","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","099","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"402
Biomedical Engineering Design","001","","46","3.674","45.7","43.5","10.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"430
Biol Interactions w/ Materials","001","","106","3.415","16.0","50.9","33.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"505
Biofluidics","001","","20","3.474","35.0","30.0","20.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"511
Tissue Engineering Laboratory","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"515
Therapeutic Medical Devices","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"520
Stem Cell Bioengineering","001","","25","3.380","28.0","36.0","20.0","16.0",".",".",".",".",".",".",".",".",".",".",".","."
"545
Engr Extracellular Matrices","001","","24","3.417","29.2","29.2","37.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"556
Systems Biology: Mamm Sign Net","001","","15","3.533","46.7","26.7","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"564
Occupatnl Ergonics&Biomechancs","001","","14","3.679","35.7","64.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
