"","775
002","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","33","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"COMP BIO
934","Dept. Total","526","3.542","45.1","20.3","22.8","3.2","2.1","0.2",".","6.3",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","11","3.783","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","31","3.926","90.3","3.2","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","304","3.599","51.6","21.1","24.0","2.0","1.3",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","158","3.378","32.9","26.6","28.5","7.0","4.4","0.6",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","33","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","495","3.523","42.2","21.4","23.8","3.4","2.2","0.2",".","6.7",".",".",".",".",".",".",".","."
"","Dept. Total","526","3.542","45.1","20.3","22.8","3.2","2.1","0.2",".","6.3",".",".",".",".",".",".",".","."
