"TERM : 1134","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2012-2013","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","",""
"FOOD SCI
390","547
Dept. Total","3.124","27.1","17.9","16.3","7.5","6.9","2.6","0.4","11.9","0.2","7.5",".","1.6","",".  
.  
0.2
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","",""
"Freshmen","4","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".  
.  
.  
."
