"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","311","2.976","25.4","13.8","24.8","15.4","15.1","3.5","1.6","0.3",".",".",".",".",".",".",".","."
"","103
002","344","2.987","25.6","13.7","24.7","16.3","14.0","4.9","0.6","0.3",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","655","2.982","25.5","13.7","24.7","15.9","14.5","4.3","1.1","0.3",".",".",".",".",".",".",".","."
"","001
104","337","2.994","17.2","17.8","32.0","17.8","12.8","2.1","0.3",".",".",".",".",".",".",".",".","."
"","002
104","359","3.008","12.3","17.5","42.6","15.9","11.1","0.6",".",".",".",".",".",".",".",".",".","."
"","003
104","353","3.091","23.2","11.0","43.1","10.5","10.2","0.8","0.8",".",".",".",".",".","0.3",".",".","."
"","004
104","244","2.912","26.2","13.9","22.5","11.1","18.4","5.3","2.5",".",".",".",".",".",".",".",".","."
"","005
104","348","2.986","24.1","14.1","28.2","11.2","17.5","4.3","0.3",".",".",".",".",".","0.3",".",".","."
"","006
104","233","2.933","25.3","9.4","30.9","9.0","20.2","3.4","1.7",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1874","2.995","20.9","14.2","34.0","12.9","14.5","2.6","0.8",".",".",".",".",".","0.1",".",".","."
"Chemical Principles II","116
001","22","3.591","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research II","261
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
077","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
090","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
100","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
103","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
105","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","38","3.992","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","001
311","74","2.939","18.9","24.3","20.3","12.2","18.9","4.1","1.4",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","91","3.033","34.1","6.6","27.5","11.0","14.3","5.5","1.1",".",".",".",".",".",".",".",".","."
"","329
001","63","3.151","28.6","20.6","25.4","12.7","9.5","1.6","1.6",".",".",".",".",".",".",".",".","."
"","329
002","71","3.085","33.8","18.3","21.1","7.0","11.3","5.6","2.8",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","134","3.116","31.3","19.4","23.1","9.7","10.4","3.7","2.2",".",".",".",".",".",".",".",".","."
"","343
001","227","2.769","21.1","7.5","29.1","8.8","25.1","6.6","1.8",".",".",".",".",".",".",".",".","."
"","343
002","312","2.761","20.5","9.0","30.1","6.7","25.3","4.8","3.5",".",".",".",".",".",".",".",".","."
"","003
343","124","2.794","24.2","8.1","31.5","2.4","24.2","5.6","4.0",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","663","2.770","21.4","8.3","30.0","6.6","25.0","5.6","3.0",".",".",".",".",".",".",".",".","."
"","344
001","17","3.265","29.4","11.8","47.1","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","002
344","18","3.111","33.3","11.1","22.2","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","003
344","18","3.167","22.2","16.7","38.9","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.111","16.7","22.2","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
