"","999
156","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
157","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
159","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
172","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","52","3.967","80.8","1.9","3.8",".",".",".",".",".",".",".","",".","1.9","9.6","1.9",".","."
"CURRIC
272","Dept. Total","2151","3.900","65.4","6.4","2.2","0.3","0.3","0.0","0.1","5.6","0.0","15.8","",".","1.8","1.6","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.680","69.6","13.0","17.4",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","43","3.913","90.7","4.7","4.7",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","222","3.892","73.0","12.2","2.3","0.5",".","0.5",".",".",".","10.8","",".",".","0.5","0.5",".","."
"Senior","","1152","3.894","63.3","6.9","1.7","0.3","0.3",".","0.3","0.1",".","26.5","",".",".","0.5","0.1",".","."
"Undergraduates","","1440","3.891","65.7","7.8","2.2","0.3","0.2","0.1","0.2","0.1",".","22.8","",".",".","0.5","0.1",".","."
"Special","","178","3.892","82.0","5.1","3.9",".","1.1",".",".",".",".","5.6","",".",".","2.2",".",".","."
"Graduate","","532","3.934","59.2","3.2","1.5","0.4","0.2",".",".","22.6","0.2","0.2","",".","7.3","4.5","0.8",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2151","3.900","65.4","6.4","2.2","0.3","0.3","0.0","0.1","5.6","0.0","15.8","",".","1.8","1.6","0.3",".","."
