"","999
005","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
009","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"HDFS
230","Dept. Total","769","3.623","58.3","21.3","8.8","3.9","3.1","0.8","0.4","1.4","",".",".","",".","0.9","0.8",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.500","66.7",".",".","33.3",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","97","3.498","46.4","30.9","14.4","2.1","3.1","2.1","1.0",".","",".",".","",".",".",".",".",".","."
"Junior","","274","3.619","57.3","24.5","9.5","5.1","2.9","0.7",".",".","",".",".","",".",".",".",".",".","."
"Senior","","324","3.656","64.2","18.8","7.7","3.7","3.7","0.3","0.6","0.3","",".",".","",".",".","0.3",".","0.3","."
"Undergraduates","","698","3.618","59.0","22.6","9.3","4.2","3.3","0.7","0.4","0.1","",".",".","",".",".","0.1",".","0.1","."
"Special","","6","4.000","66.7",".",".",".",".",".",".",".","",".",".","",".",".","16.7",".","16.7","."
"Graduate","","65","3.665","49.2","9.2","4.6","1.5","1.5","1.5",".","15.4","",".",".","",".","10.8","6.2",".",".","."
"","Dept. Total","769","3.623","58.3","21.3","8.8","3.9","3.1","0.8","0.4","1.4","",".",".","",".","0.9","0.8",".","0.3","."
