"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10481","3.749","66.0","13.2","6.5","1.8","1.7","0.5","0.4","3.7","0.1","3.7",".","1.1","1.0","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","547","3.432","57.2","13.7","13.0","5.1","7.5","1.3","0.9","0.2",".",".",".",".","0.9",".",".","0.2"
"Sophomore","","1275","3.624","66.8","15.5","10.0","2.9","2.5","1.0","0.9","0.2",".",".",".",".","0.2",".",".","."
"Junior","","1633","3.691","64.4","18.4","9.3","2.6","1.6","0.9","0.3","0.2",".","1.5",".",".","0.6","0.2",".","0.1"
"Senior","","3990","3.757","66.6","13.6","6.3","1.7","1.6","0.4","0.3","1.2","0.1","7.6",".",".","0.5","0.1","0.1","."
"Undergraduates","","7445","3.700","65.4","15.0","8.1","2.4","2.2","0.7","0.4","0.8","0.1","4.4",".",".","0.5","0.1","0.0","0.0"
"Special","","381","3.808","62.5","7.6","3.4","0.3","2.1","0.3","0.5","15.7",".","2.6",".",".","1.8",".","3.1","."
"Graduate","","2654","3.888","67.9","9.0","2.5","0.6","0.2",".","0.1","10.3","0.1","2.2",".","4.5","2.4","0.2","0.1","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.833","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","3.550","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","12","3.714","66.7","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","College Total","10492","3.749","65.9","13.2","6.5","1.8","1.7","0.5","0.4","3.7","0.1","3.8",".","1.1","1.0","0.1","0.2","0.0"
