"MED","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOL
762","Dept. Total","888","3.300","36.1","6.3","23.3","2.1","5.9","2.0","0.3","23.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","54","3.131","42.6","3.7","33.3","1.9","11.1","7.4",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","174","3.276","45.4","5.2","33.9","2.3","10.3","1.7","1.1",".","",".",".","",".","",".","",".",".",".","."
"Senior","","331","3.306","47.1","4.5","33.8","3.9","7.6","3.0",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","559","3.280","46.2","4.7","33.8","3.2","8.8","3.0","0.4",".","",".",".","",".","",".","",".",".",".","."
"Special","","16","3.317","37.5","12.5","31.3","6.3","6.3",".",".","6.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","140","3.528","40.7","20.0","9.3",".","1.4","0.7","0.7","27.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","171","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","173","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","888","3.300","36.1","6.3","23.3","2.1","5.9","2.0","0.3","23.9","",".",".","",".","",".","",".",".",".","."
