"","699
014","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
015","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
016","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Studies","Course Total","21","3.981","95.2","4.8",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"BIOLOGY
205","Dept. Total","1602","2.993","30.5","11.5","32.4","7.1","11.9","3.9","2.1","",".","",".","0.2","",".","",".","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","194","2.691","35.1","9.3","15.5","10.8","16.5","7.2","5.7","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","630","2.982","29.2","11.6","33.8","8.3","12.1","2.9","1.7","",".","",".",".","",".","",".","0.5",".",".","."
"Junior","","590","3.052","25.9","13.4","39.5","5.8","10.0","3.9","1.2","",".","",".",".","",".","",".","0.3",".",".","."
"Senior","","166","3.028","45.2","8.4","22.9","4.2","12.0","4.2","2.4","",".","",".",".","",".","",".",".","0.6",".","."
"Undergraduates","","1580","2.991","30.4","11.6","32.5","7.2","11.8","3.9","2.1","",".","",".",".","",".","",".","0.3","0.1",".","."
"Special","","15","3.117","40.0",".","33.3",".","26.7",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","7","4.000","42.9",".",".",".",".",".",".","",".","",".","57.1","",".","",".",".",".",".","."
"","Dept. Total","1602","2.993","30.5","11.5","32.4","7.1","11.9","3.9","2.1","",".","",".","0.2","",".","",".","0.3","0.1",".","."
