"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","724","3.834","74.7","18.1","4.0","0.7","0.6","",".","0.3","0.6","",".",".","",".","",".","1.0",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","12","3.417","33.3","41.7","8.3","8.3","8.3","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","84","3.744","76.2","9.5","8.3","3.6","1.2","",".","1.2",".","",".",".","",".","",".",".",".",".","."
"Junior","68","3.853","79.4","14.7","4.4",".","1.5","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","51","3.820","70.6","19.6","7.8",".",".","",".",".","2.0","",".",".","",".","",".",".",".",".","."
"Undergraduates","215","3.778","73.5","15.3","7.0","1.9","1.4","",".","0.5","0.5","",".",".","",".","",".",".",".",".","."
"Special","14","4.000","92.9",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".","7.1","."
"Graduate","494","3.854","74.7","19.8","2.8","0.2","0.2","",".","0.2","0.6","",".",".","",".","",".","1.4",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","724","3.834","74.7","18.1","4.0","0.7","0.6","",".","0.3","0.6","",".",".","",".","",".","1.0",".","0.1","."
