"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"299","008","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","019","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","61","3.976","96.7","1.6","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","001","","71","3.964","94.4","1.4","2.8",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"375","005","","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","90","3.938","90.0","5.6","3.3",".",".",".",".",".",".",".",".",".",".","1.1",".","."
"399
Coord Intrnshp/Cooprtv Educ","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"466
General Genetics","001","","193","2.777","15.5","17.1","20.2","20.7","16.6","7.3","1.6","0.5","0.5",".",".",".",".",".",".","."
"471
Advanced Laboratory Procedures","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"545","001","","12","3.208","33.3","8.3","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","10","3.600","60.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","22","3.386","45.5","4.5","31.8","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"561
Introductory Cytogenetics","001","","13","3.190","23.1","23.1","23.1","30.8",".",".",".",".",".",".",".",".",".",".",".","."
"562
Human Cytogenetics","001","","8","3.313","25.0","25.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"566
Advanced Genetics","001","","44","3.591","59.1","4.5","34.1",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"568
The Central Nervous System","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"569
The Breast","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"574
The Gastrointestinal System","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"575
Miscellaneous Systems","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"576
Effusions","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"577
Applied Cytology I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"670
Seminar-Clinical Cytogenetics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"672
Smr-Lab Operatns & Qual Contrl","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
