"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","048","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","88","3.966","96.6","1.1","1.1",".",".","1.1",".",".",".",".",".",".",".",".",".","."
"763
Intro-Molecular Spectroscopy","001","","15","3.769","46.7","40.0",".",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"801
Topics-Inorganic Chem","001","","13","3.586","23.1","69.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"841
Advanced Organic Chemistry","001","","25","3.240","16.0","16.0","68.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"842
Advanced Organic Chemistry","001","","9","3.460","33.3","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"860
Topics-Physical Chemistry","001","","10","3.864","60.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","10.0"
"872
Topic-Macromoleculr/Biophys","002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Teaching of Chemistry","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"915","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Struct&Bond-Inorg Compounds","Course Total","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"923
Spctroscpy&Spectrochem Anal","157","","9","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"945
Seminar-Chemical Biology (Adv)","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960
Seminar-Physical Chemistry","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","Page 177 of 409",""
