"","990
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".",".",".","76.5",".",".",".","23.5",".",".",".","."
"THEATRE
942","Dept. Total","1072","3.733","66.8","19.8","6.6","1.7","1.4","0.7","0.2","1.4",".","0.5",".","0.5","0.3","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.680","65.1","19.3","9.6","1.2","2.4","1.2",".",".",".",".",".",".",".",".",".","1.2"
"Sophomore","","196","3.710","65.3","20.9","8.2","2.0","1.5","1.0",".",".",".",".",".",".","0.5","0.5",".","."
"Junior","","284","3.744","70.1","20.1","5.3","2.5","1.1","0.7","0.4",".",".",".",".",".",".",".",".","."
"Senior","","374","3.723","66.3","21.9","7.2","1.3","1.9","0.3","0.3","0.3",".",".",".","0.3","0.3",".",".","."
"Undergraduates","","937","3.723","67.1","20.9","7.0","1.8","1.6","0.6","0.2","0.1",".",".",".","0.1","0.2","0.1",".","0.1"
"Special","","6","3.500","16.7","33.3","16.7",".",".",".",".","16.7",".",".",".",".",".",".","16.7","."
"Graduate","","127","3.836","66.1","11.0","3.1","0.8",".","0.8",".","10.2",".","3.9",".","3.1","0.8",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1072","3.733","66.8","19.8","6.6","1.7","1.4","0.7","0.2","1.4",".","0.5",".","0.5","0.3","0.1","0.1","0.1"
