"","990
065","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","52","",".",".",".",".",".",".",".","80.8",".",".",".","19.2",".",".",".","."
"PSYCH
820","Dept. Total","4209","3.111","33.6","17.1","18.5","12.3","11.9","3.7","0.9","1.3","0.0",".",".","0.3","0.3",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","491","2.590","12.2","14.9","14.3","23.6","23.6","8.8","2.6",".",".",".",".",".",".",".",".","."
"Sophomore","","1003","2.922","21.9","17.2","19.3","18.8","16.7","5.2","0.6",".",".",".",".",".","0.2",".",".","."
"Junior","","1069","3.128","31.6","18.5","23.2","10.6","11.2","3.2","1.0","0.1",".",".",".",".","0.6",".",".","."
"Senior","","1363","3.368","45.7","18.9","18.9","6.7","6.8","1.7","0.5","0.2","0.1",".",".","0.2","0.3",".",".","."
"Undergraduates","","3926","3.094","31.6","17.9","19.6","13.0","12.6","3.9","0.9","0.1","0.0",".",".","0.1","0.3",".",".","."
"Special","","49","3.088","38.8","12.2","8.2","12.2","2.0","8.2","2.0","14.3",".",".",".",".",".",".","2.0","."
"Graduate","","234","3.791","65.0","4.3","2.6","0.9","0.9",".","0.4","18.8",".","2.1",".","4.3","0.9",".",".","."
"Prof Yr 3","","5","3.667","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","3.667","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4214","3.111","33.6","17.1","18.5","12.3","11.8","3.7","0.9","1.3","0.0","0.1",".","0.3","0.3",".","0.0","."
