"IES","","","","","","","","","","","","","","","","","","","","",""
"ENVIR ST - GAYLORD NELSON I","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"ENVIR ST
360","Dept. Total","1613","3.420","48.5","15.9","16.7","6.6","5.8","0.9","0.6","3.2","0.1","0.4","",".","0.9","",".","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","96","3.294","44.8","14.6","19.8","8.3","9.4","3.1",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","277","3.306","46.9","13.7","19.9","8.7","8.3","1.1","1.4",".",".",".","",".",".","",".",".",".","."
"Junior","","326","3.342","46.6","14.1","21.2","8.6","7.7","1.2","0.3",".","0.3",".","",".",".","",".",".",".","."
"Senior","","641","3.429","48.2","19.0","18.6","6.2","5.8","0.8","0.6","0.5",".",".","",".",".","",".","0.2","0.2","."
"Undergraduates","","1340","3.371","47.3","16.4","19.6","7.5","7.0","1.1","0.7","0.2","0.1",".","",".",".","",".","0.1","0.1","."
"Special","","15","3.775","60.0","20.0",".","6.7",".",".",".","13.3",".",".","",".",".","",".",".",".","."
"Graduate","","254","3.805","53.5","13.4","3.1","1.6",".",".",".","18.5",".","2.8","",".","5.9","",".","0.8","0.4","."
"Prof Yr 3","","4","3.625","75.0",".",".","25.0",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","4","3.625","75.0",".",".","25.0",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1613","3.420","48.5","15.9","16.7","6.6","5.8","0.9","0.6","3.2","0.1","0.4","",".","0.9","",".","0.2","0.1","."
