"Rsch-Demogrphy&Ecol Trainee","997
001","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
071","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
089","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Reading and Research","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","449","3.409","43.0","25.8","16.9","6.0","2.9","2.0","0.4","2.7","",".",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.406","27.3","54.5","9.1",".","9.1",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","103","3.470","47.6","28.2","18.4","3.9",".","1.0","1.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","137","3.268","39.4","23.4","21.2","8.0","3.6","3.6","0.7",".","",".",".","",".",".","",".",".",".","."
"Senior","","154","3.408","39.0","31.2","15.6","7.8","4.5","1.9",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","405","3.373","41.0","28.4","18.0","6.7","3.2","2.2","0.5",".","",".",".","",".",".","",".",".",".","."
"Special","","8","3.565","50.0",".","37.5",".",".",".",".","12.5","",".",".","",".",".","",".",".",".","."
"Graduate","","36","3.979","63.9","2.8",".",".",".",".",".","30.6","",".",".","",".","2.8","",".",".",".","."
"","Dept. Total","449","3.409","43.0","25.8","16.9","6.0","2.9","2.0","0.4","2.7","",".",".","",".","0.2","",".",".",".","."
