"","999
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
090","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","9","4.000","33.3",".",".",".",".",".",".","44.4",".",".",".",".",".",".","22.2","."
"COMP SCI
266","Dept. Total","2956","3.184","31.4","16.0","20.0","7.3","7.5","2.9","2.0","7.7","0.1","3.7","0.3","0.2","0.3","0.1","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","137","2.660","22.6","9.5","21.9","8.0","15.3","4.4","5.8",".",".","9.5",".",".",".",".",".","2.9"
"Sophomore","","429","2.905","27.7","9.3","24.7","10.7","15.2","4.0","1.9",".",".","6.3","0.2",".",".",".",".","."
"Junior","","636","3.035","26.9","13.7","28.3","9.4","10.5","3.9","1.9","0.2",".","4.4","0.5",".","0.2",".","0.2","."
"Senior","","967","3.137","31.0","19.2","22.6","8.9","6.3","3.6","3.0","0.6","0.1","3.2","0.4",".","0.6","0.2","0.1","."
"Undergraduates","","2169","3.040","28.6","15.0","24.7","9.4","9.9","3.8","2.6","0.3","0.0","4.6","0.4",".","0.3","0.1","0.1","0.2"
"Special","","87","3.467","43.7","18.4","14.9","10.3","2.3",".",".","3.4",".","5.7",".",".",".",".","1.1","."
"Graduate","","756","3.708","41.8","17.6","6.7","0.7","0.8","0.3","0.1","28.7","0.1","0.8",".","0.7","0.3","0.1","1.2","0.1"
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","3013","3.184","32.4","15.8","19.9","7.2","7.4","2.8","1.9","7.6","0.1","3.7","0.3","0.2","0.3","0.1","0.4","0.2"
