"","990
039","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","35","",".",".",".",".",".",".",".","85.7","2.9",".",".","11.4",".",".",".","."
"COM ARTS
250","Dept. Total","3385","3.199","21.4","28.4","28.4","9.6","5.4","1.6","0.9","2.7","0.0","0.5",".","0.5","0.2","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","345","3.108","18.0","25.5","33.0","12.8","7.0","2.6","0.9",".",".",".",".",".","0.3",".",".","."
"Sophomore","","801","3.185","18.2","33.5","30.2","9.4","5.5","1.6","1.2",".",".",".",".",".","0.2","0.1",".","."
"Junior","","925","3.164","20.0","27.7","31.9","12.1","5.6","1.4","0.9",".",".","0.4",".",".",".",".",".","."
"Senior","","1076","3.204","21.2","31.3","28.2","8.6","5.8","1.9","0.8","0.7",".","1.0",".",".","0.3","0.1","0.1","0.2"
"Undergraduates","","3147","3.176","19.7","30.2","30.3","10.3","5.8","1.7","1.0","0.2",".","0.5",".",".","0.2","0.1","0.0","0.1"
"Special","","28","2.719","10.7","17.9","3.6","10.7","7.1",".","7.1","17.9",".","7.1",".",".",".","3.6","14.3","."
"Graduate","","210","3.921","47.6","3.3","2.4",".",".",".",".","38.1","0.5",".",".","7.6",".",".","0.5","."
"","Dept. Total","3385","3.199","21.4","28.4","28.4","9.6","5.4","1.6","0.9","2.7","0.0","0.5",".","0.5","0.2","0.1","0.2","0.1"
