"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","8","0.875","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","8","0.875","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Law","641
002","10","1.200","10.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","28","1.000","7.1",".","21.4",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","723
001","13","0.615",".",".","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
002","14","0.643","7.1",".","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","723
003","11","0.600","9.1",".",".",".","9.1",".",".",".",".",".",".",".","9.1",".",".","."
"","723
004","11","0.545",".",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","1.385",".",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","10","1.600","10.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","15","0.800",".",".","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","11","0.636","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","17","1.353","17.6",".","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","723
010","20","1.950",".",".","65.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","20","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","20","1.100","5.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","21","1.190","4.8",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","19","1.000","10.5",".","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","723
015","20","1.450","10.0",".","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","18","1.333","5.6",".","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","017
723","19","1.526","5.3",".","36.8",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","723
018","18","1.000","5.6",".","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","723
019","20","0.900",".",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
020","19","1.368","10.5",".","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","329","1.171","5.5",".","29.8",".","2.7",".",".",".",".",".",".",".","0.3",".",".","."
"","724
001","62","1.548","8.1",".","38.7",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"","724
002","62","0.871","8.1",".","16.1",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"","003
724","53","1.283","13.2",".","22.6",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","724
004","58","1.241","13.8",".","17.2",".","6.9","3.4",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","235","1.234","10.6",".","23.8",".","4.3","0.9",".",".",".",".",".",".",".",".",".","."
"","001
725","59","1.288","10.2",".","27.1",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","725
002","65","1.154","10.8",".","20.0",".","6.2",".",".",".",".",".",".",".",".",".",".","."
"","725
003","56","1.518","3.6",".","41.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","725
004","61","1.000","6.6",".","19.7",".","6.6","1.6",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","241","1.232","7.9",".","26.6",".","5.8","0.4",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","6","2.250","16.7",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
001","57","1.246","8.8",".","29.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
002","58","0.931","8.6",".","17.2",".","3.4",".","1.7",".",".",".",".",".",".",".",".","."
"","003
731","58","1.534","10.3",".","32.8",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"","731
004","64","1.063","9.4",".","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","237","1.190","9.3",".","24.5",".","4.2",".","0.4",".",".",".",".",".",".",".",".","."
"Payments Systems","735
001","14","1.357","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","36","1.786","19.4",".","16.7",".","5.6",".",".","19.4",".",".",".",".",".",".",".","2.8"
"Constitutional Law II","740
001","18","1.176","11.1",".","22.2",".",".",".",".","5.6",".",".",".",".",".",".",".","."
