"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"570
Intro to Humn-Comp Interaction","001","","49","3.439","30.6","36.7","22.4","10.2",".",".",".",".",".",".",".",".",".",".",".","."
"577
Introduction to Algorithms","001","","168","3.623","69.0","8.3","10.1","4.2","1.8","1.8","1.8",".",".",".",".",".","1.2",".","1.8","."
"635
Tools & Envirnmt-Optimizatn","001","","26","3.500","38.5","38.5","7.7","3.8","7.7",".",".",".",".",".",".",".",".","3.8",".","."
"638","001","","31","3.167","25.8","16.1","32.3","9.7","12.9",".",".","3.2",".",".",".",".",".",".",".","."
"638","002","","35","3.529","40.0","37.1","14.3","5.7","2.9",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","Course Total","","66","3.362","33.3","27.3","22.7","7.6","7.6",".",".","1.5",".",".",".",".",".",".",".","."
"699","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","18","3.885","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","","24","3.792","70.8","20.8","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"715
Methods of Computatnl Math II","001","","7","3.583","42.9","14.3","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"720
Integer Programming","001","","9","3.875","66.7","22.2",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"730
Nonlinear Optimization II","001","","27","3.481","40.7","37.0","18.5",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","","27","3.537","59.3","25.9","3.7",".","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Advanced Machine Learning","001","","25","3.640","52.0","32.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","20","3.658","70.0","15.0","5.0",".",".",".","5.0","5.0",".",".",".",".",".",".",".","."
"767
Comp Mthds for Med Image Anlys","001","","9","3.900","44.4","11.1",".",".",".",".",".","33.3",".",".",".",".","11.1",".",".","."
"769
Adv Natural Lang Processing","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"776
Advanced Bioinformatics","001","","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"777
Computer Animation","001","","14","3.286","21.4","42.9","28.6",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"784
Data Models and Languages","001","","29","3.759","58.6","34.5","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"787
Advanced Algorithms","001","","26","3.788","65.4","26.9","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","9","",".",".",".",".",".",".",".","88.9",".",".",".",".","11.1",".",".","."
