"","999
025","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
060","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
071","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","10","4.000","80.0",".",".",".",".",".",".",".","",".",".","",".",".","10.0",".","10.0","."
"COM DIS
252","Dept. Total","1390","3.608","62.9","15.1","11.4","3.7","2.7","1.1","0.5","1.7","",".",".","",".","0.1","0.4",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.103","17.2","34.5","20.7","6.9","20.7",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","144","3.438","50.0","16.7","20.1","6.3","4.2","1.4","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","","258","3.507","57.0","14.0","16.3","5.8","2.7","3.1","0.4","0.4","",".",".","",".",".","0.4",".",".","."
"Senior","","363","3.487","48.8","23.7","16.0","5.0","4.1","1.1","1.1","0.3","",".",".","",".",".",".",".",".","."
"Undergraduates","","794","3.470","50.5","19.6","17.0","5.5","4.3","1.8","0.9","0.3","",".",".","",".",".","0.1",".",".","."
"Special","","87","3.421","39.1","25.3","19.5","8.0","3.4","1.1",".","2.3","",".",".","",".",".",".",".","1.1","."
"Graduate","","323","3.959","87.6","3.7","0.6","0.3","0.3",".",".","6.2","",".",".","",".","0.3","0.6",".","0.3","."
"Prof Yr 1","","56","3.870","80.4","17.9","1.8",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","58","3.902","86.2","10.3","3.4",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","72","3.938","84.7","5.6","2.8",".",".",".",".",".","",".",".","",".",".","4.2",".","2.8","."
"Professionals","","186","3.908","83.9","10.8","2.7",".",".",".",".",".","",".",".","",".",".","1.6",".","1.1","."
"","Dept. Total","1390","3.608","62.9","15.1","11.4","3.7","2.7","1.1","0.5","1.7","",".",".","",".","0.1","0.4",".","0.3","."
