"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","13267","3.353","38.8","20.1","18.3","6.7","5.2","1.2","0.7","5.1","0.0","0.5","0.0","2.7","0.5","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","307","3.292","36.2","24.4","21.8","5.9","6.8","1.3","1.3",".",".","1.3",".",".","0.7","0.3",".","."
"Sophomore","","1280","3.252","39.0","21.6","21.2","7.4","7.5","1.1","1.2",".",".","0.5","0.1",".","0.2","0.2",".","0.2"
"Junior","","2458","3.183","36.1","19.9","23.4","9.4","7.9","2.0","1.0",".",".","0.4",".",".",".","0.0",".","0.0"
"Senior","","5955","3.321","39.5","23.1","21.0","8.0","5.8","1.3","0.7","0.1",".","0.1",".","0.0","0.5","0.0","0.0","."
"Undergraduates","","10000","3.280","38.5","22.1","21.6","8.2","6.5","1.4","0.9","0.1",".","0.3","0.0","0.0","0.3","0.1","0.0","0.0"
"Special","","223","3.236","42.2","17.9","10.3","6.3","8.1","4.0","2.7","5.4",".","0.9","0.4",".","1.3",".","0.4","."
"Graduate","","3391","3.696","41.4","12.2","7.2","1.7","0.4","0.2","0.0","19.5","0.2","5.1",".","10.6","0.9","0.1","0.3","0.0"
"Prof Yr 2","","6","4.000","50.0",".",".",".",".",".",".","16.7",".",".",".","33.3",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".",".","33.3",".",".","."
"Professionals","","10","4.000","50.0",".",".",".",".",".",".","20.0",".",".",".","20.0","10.0",".",".","."
"","College Total","13624","3.353","39.3","19.6","17.8","6.5","5.0","1.2","0.7","5.0","0.0","1.5","0.0","2.7","0.5","0.1","0.1","0.0"
