"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"","991
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","16","",".",".",".",".",".",".",".","81.3",".",".",".","18.8",".",".",".","."
"GERMAN
424","Dept. Total","838","3.563","56.1","15.4","13.5","3.7","4.9","0.8","0.7","3.8","0.1","0.2",".","0.5","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","77","3.563","57.1","18.2","10.4","9.1","2.6","1.3","1.3",".",".",".",".",".",".",".",".","."
"Sophomore","","206","3.573","55.8","21.4","14.1","2.9","4.4","0.5","1.0",".",".",".",".",".",".",".",".","."
"Junior","","180","3.537","58.9","13.3","14.4","6.7","5.0","0.6","1.1",".",".",".",".",".",".",".",".","."
"Senior","","239","3.450","48.1","18.4","20.1","2.1","7.9","1.3","0.4","0.8",".","0.4",".",".",".",".",".","0.4"
"Undergraduates","","702","3.523","54.1","17.9","15.8","4.3","5.6","0.9","0.9","0.3",".","0.1",".",".",".",".",".","0.1"
"Special","","25","3.660","60.0","8.0","4.0",".","4.0","4.0",".","20.0",".",".",".",".",".",".",".","."
"Graduate","","110","3.942","68.2",".","0.9","0.9","0.9",".",".","22.7","0.9","0.9",".","3.6","0.9",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","838","3.563","56.1","15.4","13.5","3.7","4.9","0.8","0.7","3.8","0.1","0.2",".","0.5","0.1",".",".","0.1"
