"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","",""
"","990
027","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","30","",".",".",".",".",".",".",".","53.3",".",".",".","46.7","",".",".",".","."
"M M & I
620","Dept. Total","514","3.501","51.8","16.0","14.0","3.5","7.2","0.6","0.6","3.5",".",".",".","2.7","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","18","3.100","44.4","22.2","5.6",".","16.7","5.6","5.6",".",".",".",".",".","",".",".",".","."
"Junior","","86","3.441","45.3","26.7","12.8","3.5","9.3",".","1.2",".",".",".",".",".","",".","1.2",".","."
"Senior","","313","3.483","52.7","16.0","18.2","4.2","8.3","0.3","0.3",".",".",".",".",".","",".",".",".","."
"Undergraduates","","417","3.457","50.8","18.5","16.5","3.8","8.9","0.5","0.7",".",".",".",".",".","",".","0.2",".","."
"Special","","12","3.543","58.3","16.7","8.3","8.3",".","8.3",".",".",".",".",".",".","",".",".",".","."
"Graduate","","78","3.876","55.1","3.8","2.6","1.3",".",".",".","20.5",".",".",".","16.7","",".",".",".","."
"Prof Yr 2","","2","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"Prof Yr 4","","5","4.000","80.0",".",".",".",".",".",".",".",".",".",".","20.0","",".",".",".","."
"Professionals","","7","4.000","57.1",".",".",".",".",".",".","28.6",".",".",".","14.3","",".",".",".","."
"","Dept. Total","514","3.501","51.8","16.0","14.0","3.5","7.2","0.6","0.6","3.5",".",".",".","2.7","",".","0.2",".","."
