"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10917","3.306","40.5","16.4","17.2","6.7","6.8","1.9","0.5","5.6","0.1","1.1",".","2.4","0.5","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","544","3.080","31.4","18.2","22.4","10.8","10.5","4.8","0.4",".",".","0.7",".",".","0.6","0.2",".","."
"Sophomore","","1359","3.242","39.1","20.2","18.8","9.1","8.3","2.1","0.4",".",".","1.8",".",".","0.1","0.1",".","."
"Junior","","2353","3.216","39.8","17.6","19.7","8.8","9.5","2.8","0.8","0.2",".","0.3",".",".","0.3","0.1","0.1","."
"Senior","","4617","3.334","44.1","18.2","19.8","7.0","7.2","1.8","0.6","0.5",".","0.1",".","0.1","0.6","0.1","0.1","."
"Undergraduates","","8873","3.272","41.4","18.4","19.7","8.0","8.2","2.3","0.6","0.3",".","0.5",".","0.0","0.5","0.1","0.1","."
"Special","","192","3.265","31.3","17.2","21.9","6.3","6.8","1.6","0.5","9.9",".","1.0",".",".",".","1.0","2.6","."
"Graduate","","1839","3.740","37.1","6.9","4.4","0.7","0.3","0.2",".","30.6","0.3","4.2",".","13.7","1.1",".","0.5","0.1"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","4.000","60.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","20.0","."
"Prof Yr 3","","7","3.786","71.4",".","14.3",".",".",".",".",".",".",".",".","14.3",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","15","3.893","73.3",".","6.7",".",".",".",".",".",".",".",".","13.3",".",".","6.7","."
"","College Total","10919","3.306","40.5","16.4","17.2","6.7","6.8","1.9","0.5","5.5","0.1","1.1",".","2.4","0.5","0.1","0.2","0.0"
