"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"289","059","","19","3.944","89.5",".","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"289","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","20","3.947","90.0",".","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"299","039","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","079","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","59","4.000","96.6",".",".",".",".",".",".",".",".",".",".",".",".",".","3.4","."
"375
Special Topics","001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","543","3.105","27.4","14.9","28.9","9.2","18.0","0.9",".","0.2",".",".",".",".","0.4",".",".","."
"508
General Biochemistry II","001","","181","2.848","11.0","21.5","31.5","17.7","12.2","2.2","3.9",".",".",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","27","3.204","33.3","7.4","44.4","3.7","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"550
Topics in Medical Biochem","001","","53","3.179","28.3","11.3","43.4","1.9","15.1",".",".",".",".",".",".",".",".",".",".","."
"575
Biology of Viruses","001","","32","2.633","18.8","3.1","18.8","9.4","37.5","6.3",".","6.3",".",".",".",".",".",".",".","."
"619
Adv Nutr: Metab-Macronutrients","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"620
Eukaryotic Molecular Biology","001","","40","3.413","27.5","30.0","40.0","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"621
Plant Biochemistry","001","","6","3.417","33.3","50.0",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"625
Coenzymes&Cofactors-Enzymology","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","74","3.291","29.7","32.4","20.3","6.8","8.1","2.7",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
