"","990
073","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
087","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
095","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","55","",".",".",".",".",".",".",".","90.9",".",".",".","9.1",".",".",".","."
"MICROBIO
192","Dept. Total","1505","3.401","49.3","15.8","18.1","5.6","5.0","1.7","0.5","3.4",".",".",".","0.4","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.818","18.8","12.5","18.8","18.8","18.8","6.3",".",".",".",".",".",".","6.3",".",".","."
"Sophomore","","136","3.214","37.5","18.4","25.0","6.6","8.1","4.4",".",".",".",".",".",".",".",".",".","."
"Junior","","397","3.317","44.6","17.1","21.4","8.1","6.3","1.8","0.8",".",".",".",".",".",".",".",".","."
"Senior","","692","3.416","50.0","17.5","19.9","5.1","5.2","1.6","0.6",".",".",".",".","0.1",".",".",".","."
"Undergraduates","","1241","3.350","46.5","17.4","21.0","6.4","6.0","2.0","0.6",".",".",".",".","0.1","0.1",".",".","."
"Special","","29","3.472","48.3","17.2","13.8","13.8","3.4",".",".","3.4",".",".",".",".",".",".",".","."
"Graduate","","230","3.841","63.5","7.4","3.9","0.4",".",".",".","21.7",".",".",".","2.2",".",".","0.9","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1505","3.401","49.3","15.8","18.1","5.6","5.0","1.7","0.5","3.4",".",".",".","0.4","0.1",".","0.1","."
