"","990
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"HORT
476","Dept. Total","281","3.435","55.9","7.8","9.3","3.6","3.2","2.1","0.4","13.9",".",".",".","2.1","1.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.111","25.0",".","25.0",".","25.0","25.0",".",".",".",".",".",".",".",".",".","."
"Sophomore","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","57","3.505","70.2","8.8","8.8","3.5","1.8","3.5",".",".",".",".",".",".","3.5",".",".","."
"Senior","","115","3.386","66.1","6.1","11.3","6.1","5.2","1.7","0.9",".",".",".",".",".","2.6",".",".","."
"Undergraduates","","184","3.410","67.9","6.5","10.3","4.9","4.3","2.7","0.5",".",".",".",".",".","2.7",".",".","."
"Special","","6","3.143","33.3",".",".",".","16.7",".",".","50.0",".",".",".",".",".",".",".","."
"Graduate","","91","3.538","33.0","11.0","7.7","1.1",".","1.1",".","39.6",".",".",".","6.6",".",".",".","."
"","Dept. Total","281","3.435","55.9","7.8","9.3","3.6","3.2","2.1","0.4","13.9",".",".",".","2.1","1.8",".",".","."
