"","990
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","18","",".",".",".",".",".",".",".","55.6",".",".",".","44.4",".",".",".","."
"ART HIST
180","Dept. Total","742","3.281","33.0","18.9","17.1","7.7","3.8","1.8","2.2","11.3",".",".",".","1.2","1.9","0.3","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","2.954","20.3","28.1","20.3","12.5","7.8","4.7","6.3",".",".",".",".",".",".",".",".","."
"Sophomore","","137","3.294","29.2","32.1","24.1","8.0","2.9","2.2","1.5",".",".",".",".",".",".",".",".","."
"Junior","","140","3.298","39.3","22.9","20.0","7.9","6.4","1.4","2.1",".",".",".",".",".",".",".",".","."
"Senior","","210","3.204","32.4","20.0","22.4","12.4","4.3","1.9","2.4","1.4",".",".",".","0.5","2.4",".",".","."
"Undergraduates","","551","3.219","31.9","24.7","22.0","10.2","4.9","2.2","2.5","0.5",".",".",".","0.2","0.9",".",".","."
"Special","","82","2.661","4.9","1.2","2.4",".","1.2",".","2.4","78.0",".",".",".",".",".","1.2","8.5","."
"Graduate","","109","3.867","59.6","2.8","3.7","0.9",".","0.9",".","15.6",".",".",".","7.3","8.3","0.9",".","."
"","Dept. Total","742","3.281","33.0","18.9","17.1","7.7","3.8","1.8","2.2","11.3",".",".",".","1.2","1.9","0.3","0.9","."
