"","974
004","15","3.857","66.7","26.7",".",".","",".",".","",".","","6.7",".","",".",".","",".","",".",".",".","."
"","974
005","11","3.864","72.7","27.3",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","974
006","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Topics in Public Affairs","Course Total","40","3.803","62.5","27.5","5.0",".","",".","",".","",".","2.5","",".",".","",".","",".","2.5",".",".","."
"PUB AFFR
826","Dept. Total","288","3.744","53.8","38.2","5.9",".","",".","",".","",".","0.7","",".",".","",".","",".","1.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","16","3.563","31.3","50.0","18.8",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","16","3.563","31.3","50.0","18.8",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","3","3.750","33.3","33.3",".",".","",".","",".","",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","254","3.750","54.7","37.8","5.5",".","",".","",".","",".","0.4","",".",".","",".","",".","1.6",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","5","3.800","60.0","40.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","8","3.813","62.5","37.5",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","15","3.833","66.7","33.3",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","288","3.744","53.8","38.2","5.9",".","",".","",".","",".","0.7","",".",".","",".","",".","1.4",".",".","."
