"","990
038","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","14","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"Independent Research","999
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"L SC COM
120","Dept. Total","599","3.670","62.4","16.0","11.9","2.0","2.3","0.8","0.3","1.2",".","1.5",".","1.2","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","3.730","68.4","13.2","15.8","1.3","1.3",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","86","3.691","69.8","11.6","12.8","1.2","3.5","1.2",".",".",".",".",".",".",".",".",".","."
"Junior","","143","3.565","55.9","19.6","16.8","2.8","2.8","1.4","0.7",".",".",".",".",".",".",".",".","."
"Senior","","249","3.686","65.5","18.5","9.6","2.0","2.4","0.8","0.4",".",".",".",".",".","0.8",".",".","."
"Undergraduates","","554","3.661","64.1","17.0","12.8","2.0","2.5","0.9","0.4",".",".",".",".",".","0.4",".",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","43","3.875","39.5","4.7",".","2.3",".",".",".","16.3",".","20.9",".","16.3",".",".",".","."
"","Dept. Total","599","3.670","62.4","16.0","11.9","2.0","2.3","0.8","0.3","1.2",".","1.5",".","1.2","0.3",".",".","."
