"","990
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","27","",".",".",".",".",".",".",".","51.9",".",".",".","48.1",".",".",".","."
"Spec Work-Ag & Appl Economics","999
096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"A A E
108","Dept. Total","610","3.312","39.2","19.5","14.1","8.7","5.9","3.8","0.5","3.1",".",".",".","2.1","2.3","0.3","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","2.579","11.5","23.1","11.5","23.1","11.5","19.2",".",".",".",".",".",".",".",".",".","."
"Sophomore","","78","3.030","24.4","26.9","16.7","17.9","5.1","7.7","1.3",".",".",".",".",".",".",".",".","."
"Junior","","151","3.220","38.4","20.5","13.2","11.3","9.3","4.0","1.3","0.7",".",".",".",".","0.7","0.7",".","."
"Senior","","275","3.461","49.5","19.6","16.4","5.8","4.7","2.2",".","0.4",".",".",".",".","0.4","0.4","0.7","."
"Undergraduates","","530","3.288","40.8","21.1","15.3","10.0","6.4","4.3","0.6","0.4",".",".",".",".","0.4","0.4","0.4","."
"Special","","10","3.393","50.0","20.0","10.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","70","3.759","25.7","7.1","5.7",".",".",".",".","24.3",".",".",".","18.6","17.1",".","1.4","."
"","Dept. Total","610","3.312","39.2","19.5","14.1","8.7","5.9","3.8","0.5","3.1",".",".",".","2.1","2.3","0.3","0.5","."
