"Seminar-Biblical Studies","952
001","8","3.813","75.0","12.5","12.5",".",".",".","",".","",".",".","",".",".","",".",".",".",".","."
"","990
012","2","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
021","3","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"HEBR ST
440","Dept. Total","128","3.709","59.4","18.8","10.2","3.1","1.6","",".","",".","4.7","",".",".","",".","0.8","1.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.896","78.6","21.4",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","27","3.631","63.0","18.5","7.4","7.4","3.7","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","22","3.727","59.1","22.7","9.1","4.5",".","",".","",".","4.5","",".",".","",".",".",".",".",".","."
"Senior","","30","3.786","66.7","13.3","10.0","3.3",".","",".","",".",".","",".",".","",".",".","6.7",".",".","."
"Undergraduates","","93","3.742","65.6","18.3","7.5","4.3","1.1","",".","",".","1.1","",".",".","",".",".","2.2",".",".","."
"Special","","4","3.500",".","75.0",".",".",".","",".","",".","25.0","",".",".","",".",".",".",".",".","."
"Graduate","","31","3.587","48.4","12.9","19.4",".","3.2","",".","",".","12.9","",".",".","",".","3.2",".",".",".","."
"","Dept. Total","128","3.709","59.4","18.8","10.2","3.1","1.6","",".","",".","4.7","",".",".","",".","0.8","1.6",".",".","."
