"HORTICULTURE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"227
Propagation of Hort Plants","001","","23","2.848","26.1","13.0","13.0","17.4","21.7","8.7",".",".",".",".",".",".",".",".",".","."
"299","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","3.667","87.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"326
Plant Nutrition Management","001","","7","3.214","28.6","42.9","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"334
Greenhse Prod-Ornamntl Plnt","001","","39","3.737","69.2","7.7","17.9","2.6",".",".",".",".",".",".",".",".","2.6",".",".","."
"335
Greenhse-Ornamntl Plant Lab","002","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"338
Plant Breeding&Biotechnolgy","001","","7","3.000","42.9",".","28.6",".","14.3","14.3",".",".",".",".",".",".",".",".",".","."
"372
Colloquium-Organic Agriculture","001","","27","4.000","88.9",".",".",".",".",".",".","7.4",".",".",".",".","3.7",".",".","."
"375","001","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"375","002","","30","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"375","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","40","3.978","90.0",".","2.5",".",".",".",".","2.5",".",".",".",".","5.0",".",".","."
"399","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","3","***","","","","","","","","","","","","","","","",""
"500
Molecular Biology Techniques","001","","8","2.563","12.5","12.5","37.5",".","12.5","25.0",".",".",".",".",".",".",".",".",".","."
"501
Principles-Plant Breeding","001","","17","2.882","23.5","5.9","29.4","29.4","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"502
Techniques-Plant Breeding","001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Plant Genomics&Bioinformatics","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"561
Introductory Cytogenetics","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"572
Stat Meth for Bioscience II","001","","8","3.438","12.5","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"799
Pract-Horticulture Teaching","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910
Seminar","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","","Page 30 of 409"
