"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Immigration Law","873
001","23","0.977","17.4",".","4.3","4.3",".",".",".","4.3",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","62","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Journal of Law","896
001","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","78","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","23","1.391","8.7",".","34.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
904","21","1.143","14.3",".","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
003","12","1.500","25.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","56","1.302","14.3",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law, Sci & Biotechnolgy Smr","906
001","16","1.267","12.5",".","18.8",".","6.3",".",".",".",".",".",".",".","6.3",".",".","."
"Probs-Criminal Justice Adm","915
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
002","16","1.594","6.3","6.3","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
918","9","1.444","22.2",".","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","918
004","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","36","1.540","8.3","2.8","19.4",".","2.8",".",".","30.6",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","8","1.625","25.0",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","20","1.316","20.0",".","15.0",".",".",".","5.0","5.0",".",".",".",".",".",".",".","."
"","940
001","15","0.400",".",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","12","0.250",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
940","11","2.196","18.2","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","10","1.100","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","007
940","9","1.750","22.2",".","22.2",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","940
009","13","1.333","7.7",".","30.8",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","940
010","25","1.640","8.0",".","44.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","12","1.083","16.7",".","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","940
012","18","1.833","27.8",".","16.7",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","013
940","9","2.000","22.2",".","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","940
015","13","1.273","7.7",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
017","6","2.917","16.7","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
940","11","0.960","18.2",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","940
019","17","1.125","11.8",".","11.8",".","11.8",".",".","5.9",".",".",".",".",".",".",".","."
"","940
020","7","1.143",".",".","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","940
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
034","17","0.875","11.8",".","11.8",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"","940
035","17","2.400","23.5",".","35.3",".","5.9",".",".",".",".",".",".",".","5.9",".","5.9","."
"","940
036","17","1.563","5.9",".","41.2",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"","940
037","17","0.188",".",".","5.9",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"Law & Contemporary Problems","Course Total","262","1.277","11.8","1.9","21.8",".","3.1",".",".","1.5",".",".",".",".","1.1",".","1.5","."
"Probs-Mod Amer Legal Hist","944
001","34","1.897","11.8",".","32.4",".","8.8",".",".","14.7",".",".",".",".",".",".",".","."
"Probs:Civil Procedure Smr","949
001","9","0.571","11.1",".",".",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","950
001","43","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","31","",".",".",".",".",".",".",".","96.8",".",".",".",".",".",".",".","3.2"
"","950
003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
004","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 332 of 409",""
