"L&S","","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","857","3.435","40.7","28.0","14.9","5.1","3.0","1.4","1.1","5.0","",".",".","",".","0.4","",".","0.1","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","103","3.300","31.1","32.0","22.3","7.8","1.0","1.9","2.9","1.0","",".",".","",".",".","",".",".",".","."
"Sophomore","221","3.489","36.7","34.8","16.7","4.5","2.7","0.9",".","3.6","",".",".","",".",".","",".",".",".","."
"Junior","171","3.422","35.1","33.3","17.5","9.9","2.3",".",".","1.8","",".",".","",".",".","",".",".",".","."
"Senior","208","3.255","41.3","23.1","14.9","4.3","7.2","3.8","2.4","1.9","",".",".","",".",".","",".","0.5","0.5","."
"Undergraduates","703","3.379","36.8","30.6","17.2","6.3","3.7","1.7","1.1","2.3","",".",".","",".",".","",".","0.1","0.1","."
"Special","31","3.758","54.8","22.6","9.7",".",".",".",".","12.9","",".",".","",".",".","",".",".",".","."
"Graduate","121","3.801","59.5","14.0","3.3",".",".",".","0.8","19.0","",".",".","",".","2.5","",".",".","0.8","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Dept. Total","857","3.435","40.7","28.0","14.9","5.1","3.0","1.4","1.1","5.0","",".",".","",".","0.4","",".","0.1","0.2","."
