"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10238","3.389","38.5","23.5","24.4","6.1","5.2","0.8","0.3","0.7","0.0","0.2",".","0.1","0.2","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.116","52.4","9.5","19.0","9.5","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"Sophomore","","762","3.156","28.5","19.9","30.2","9.6","10.1","0.8","0.4",".",".","0.3",".",".","0.3",".",".","."
"Junior","","2504","3.245","29.7","23.0","29.4","8.1","7.7","1.3","0.3","0.1","0.0","0.2",".",".","0.1",".",".","."
"Senior","","4112","3.334","34.0","22.1","28.3","7.4","5.9","0.8","0.5","0.8",".","0.2",".",".","0.0",".","0.0","0.0"
"Undergraduates","","7399","3.287","32.0","22.2","28.8","7.9","6.9","1.0","0.4","0.5","0.0","0.2",".",".","0.1",".","0.0","0.0"
"Special","","244","3.305","35.2","25.0","18.9","7.8","5.7","2.5","0.8","3.3",".",".",".",".",".","0.8",".","."
"Graduate","","2577","3.712","57.2","27.4","12.1","0.8","0.3",".",".","1.2",".","0.2",".","0.5","0.4","0.0",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Prof Yr 2","","8","3.283","12.5","37.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","8","3.500","50.0","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","18","3.434","33.3","22.2","33.3",".","5.6",".",".",".",".",".",".",".",".",".","5.6","."
"","College Total","10238","3.389","38.5","23.5","24.4","6.1","5.2","0.8","0.3","0.7","0.0","0.2",".","0.1","0.2","0.0","0.0","0.0"
