"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1673","3.828","66.8","17.0","4.1","0.6","0.2","0.1","0.1","1.7","",".","9.1",".","0.1","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.811","77.3","13.6","9.1",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","57","3.817","80.7","14.0","1.8","1.8",".","1.8",".",".","",".",".",".",".",".",".",".","."
"Junior","","176","3.742","55.1","20.5","4.0","2.3",".",".","0.6",".","",".","17.6",".",".",".",".",".","."
"Senior","","1195","3.831","66.9","18.2","3.9","0.4","0.3",".","0.1",".","",".","10.2",".",".","0.1",".",".","."
"Undergraduates","","1450","3.821","66.1","18.2","3.9","0.7","0.2","0.1","0.1",".","",".","10.6",".",".","0.1",".",".","."
"Special","","21","4.000","95.2",".",".",".",".",".",".","4.8","",".",".",".",".",".",".",".","."
"Graduate","","192","3.869","68.2","9.9","5.7",".",".",".",".","14.6","",".",".",".","0.5","1.0",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","9","3.980","88.9","11.1",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","10","3.929","80.0","20.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1673","3.828","66.8","17.0","4.1","0.6","0.2","0.1","0.1","1.7","",".","9.1",".","0.1","0.2",".",".","."
