"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","118
019","11","3.455","36.4","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
020","12","3.333","16.7","50.0","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","273","3.363","39.2","22.0","23.8","8.1","5.5",".","1.5",".",".",".",".",".",".",".",".","."
"","122
001","12","",".",".",".",".",".",".",".",".",".","91.7",".",".",".","8.3",".","."
"","122
002","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","23","",".",".",".",".",".",".",".",".",".","95.7",".",".",".","4.3",".","."
"","168
001","144","3.375","26.4","41.7","23.6","4.2","2.1","0.7","1.4",".",".",".",".",".",".",".",".","."
"","168
002","30","3.442","30.0","26.7","23.3","3.3","3.3",".",".","6.7",".",".",".",".","6.7",".",".","."
"","168
003","112","3.299","18.8","42.9","27.7","6.3","2.7","0.9","0.9",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","Course Total","286","3.345","23.8","40.6","25.2","4.9","2.4","0.7","1.0","0.7",".",".",".",".","0.7",".",".","."
"","169
001","238","3.192","18.1","36.1","25.2","13.9","3.4","2.1","0.8","0.4",".",".",".",".",".",".",".","."
"","169
002","29","3.069","13.8","34.5","27.6","6.9","13.8","3.4",".",".",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","Course Total","267","3.179","17.6","36.0","25.5","13.1","4.5","2.2","0.7","0.4",".",".",".",".",".",".",".","."
"Literature and Popular Culture","177
001","240","3.436","32.5","35.0","21.7","5.4","2.5","0.4","0.4","0.4",".",".",".",".","0.4",".","1.3","."
"","201
001","13","3.731","69.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","16","3.500","43.8","18.8","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
201","13","2.962","46.2","7.7","23.1",".","7.7",".","15.4",".",".",".",".",".",".",".",".","."
"","201
004","16","3.433","43.8","31.3","12.5",".",".",".","6.3","6.3",".",".",".",".",".",".",".","."
"","201
005","17","3.706","64.7","11.8","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
201","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
201","14","3.714","64.3","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","009
201","18","3.778","72.2","11.1","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","14","3.692","42.9","42.9","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","201
011","6","3.583","66.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","012
201","7","3.571","14.3","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","153","3.596","54.9","23.5","15.0","2.6","0.7",".","2.0","0.7",".",".",".",".","0.7",".",".","."
"","203
001","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","13","3.500","30.8","30.8","30.8",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"","203
003","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","13","3.500","53.8","23.1","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","203
005","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","86","3.765","68.6","18.6","10.5",".",".","1.2",".",".",".",".",".",".",".","1.2",".","."
"British Literature Before 1750","215
001","107","3.234","29.0","34.6","18.7","8.4","4.7",".","4.7",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","216
001","107","3.604","56.1","24.3","12.1","1.9","2.8","0.9","0.9","0.9",".",".",".",".",".",".",".","."
"American Literature","217
001","130","3.488","44.6","27.7","16.9","2.3","3.1",".","2.3","1.5",".",".",".",".","1.5",".",".","."
"Shakespearean Drama","001
220","121","3.183","18.2","33.9","28.9","12.4","2.5","1.7","1.7","0.8",".",".",".",".",".",".",".","."
"","236
001","14","3.429","28.6","35.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","236
002","18","3.444","22.2","50.0","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","003
236","12","3.458","58.3","25.0","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","004
236","16","3.656","56.3","31.3","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","60","3.500","40.0","36.7","16.7","3.3","1.7",".","1.7",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","248
001","21","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","19","3.789","73.7","10.5","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 205 of 409",""
