"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","26","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Signals, Information & Comp","203
001","","53","3.250","35.8","18.9","20.8","11.3","7.5","3.8",".",".",".",".",".",".","1.9",".",".","."
"","210
001","","63","3.944","93.7","1.6","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","210
002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Electrical Engr","Course Total","","72","3.951","94.4","1.4","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Analytical Methods for EM Engr","001
219","","61","3.607","63.9","14.8","9.8","8.2","1.6",".","1.6",".",".",".",".",".",".",".",".","."
"Electrodynamics I","220
001","","72","3.292","43.1","11.1","26.4","5.6","12.5",".","1.4",".",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","","94","2.888","30.9","18.1","10.6","10.6","20.2","3.2","6.4",".",".",".",".",".",".",".",".","."
"","001
252","","45","3.322","31.1","28.9","24.4","8.9","4.4","2.2",".",".",".",".",".",".",".",".",".","."
"","252
002","","37","3.243","27.0","27.0","29.7","5.4","8.1","2.7",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","","82","3.287","29.3","28.0","26.8","7.3","6.1","2.4",".",".",".",".",".",".",".",".",".","."
"","001
270","","36","3.750","72.2","22.2","2.8",".",".",".","2.8",".",".",".",".",".",".",".",".","."
"","270
002","","38","3.921","86.8","10.5","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","","74","3.838","79.7","16.2","2.7",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"","271
001","","18","3.647","72.2",".","11.1",".","11.1",".",".",".",".",".",".",".",".","5.6",".","."
"","002
271","","24","3.271","62.5","4.2","12.5",".","8.3","8.3","4.2",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","42","3.427","66.7","2.4","11.9",".","9.5","4.8","2.4",".",".",".",".",".",".","2.4",".","."
"Electric Machines Lab","001
304","","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","305
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","306
001","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","26","3.827","73.1","19.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sensors Laboratory","317
001","","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","29","3.690","58.6","24.1","13.8","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
001","","32","3.203","28.1","25.0","25.0","15.6",".","6.3",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","","87","2.465","21.8","8.0","16.1","8.0","24.1","11.5","9.2","1.1",".",".",".",".",".",".",".","."
"State Space System Analysis","334
001","","8","3.000","12.5",".","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","335
001","","49","3.276","18.4","36.7","30.6","10.2","4.1",".",".",".",".",".",".",".",".",".",".","."
"","002
335","","24","3.313","37.5","29.2","20.8",".","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","Course Total","","73","3.288","24.7","34.2","27.4","6.8","4.1","2.7",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","340
001","","72","3.069","19.4","23.6","27.8","12.5","15.3","1.4",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","001
342","","32","2.906","21.9","12.5","28.1","6.3","28.1","3.1",".",".",".",".",".",".",".",".",".","."
"","352
001","","52","3.231","38.5","21.2","13.5","13.5","9.6","1.9","1.9",".",".",".",".",".",".",".",".","."
"","352
002","","32","3.172","37.5","21.9","9.4","6.3","21.9","3.1",".",".",".",".",".",".",".",".",".","."
