"EGR","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","246","3.470","55.7","12.2","17.9","3.3","1.6","0.4","0.4","7.3","",".",".","",".","1.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","32","3.550","87.5","6.3","3.1",".",".",".","3.1",".","",".",".","",".",".","",".",".",".","."
"Junior","","33","3.308","42.4","24.2","24.2","6.1",".","3.0",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","86","3.418","46.5","14.0","31.4","3.5","4.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","166","3.432","58.4","13.3","21.7","3.0","2.4","0.6","0.6",".","",".",".","",".",".","",".",".",".","."
"Special","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","78","3.589","50.0","9.0","10.3","3.8",".",".",".","23.1","",".",".","",".","3.8","",".",".",".","."
"","Dept. Total","246","3.470","55.7","12.2","17.9","3.3","1.6","0.4","0.4","7.3","",".",".","",".","1.2","",".",".",".","."
