"L&S","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","319","3.610","45.8","28.8","11.9","2.2","0.9","0.3","0.6","2.8","0.3",".","",".","1.3","2.5","1.6","0.9","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"Freshmen","36","3.428","22.2","41.7","30.6","2.8",".",".",".",".",".",".","",".",".","2.8",".",".","."
"Sophomore","80","3.483","37.5","40.0","12.5","2.5","2.5",".","2.5",".",".",".","",".",".","2.5",".",".","."
"Junior","62","3.651","51.6","29.0","14.5","1.6","1.6",".",".",".",".",".","",".",".","1.6",".",".","."
"Senior","85","3.677","54.1","27.1","8.2","3.5",".","1.2",".","2.4",".",".","",".",".","1.2","2.4",".","."
"Undergraduates","263","3.573","44.1","33.5","14.1","2.7","1.1","0.4","0.8","0.8",".",".","",".",".","1.9","0.8",".","."
"Special","11","3.567","18.2","18.2","9.1",".",".",".",".",".",".",".","",".",".",".","27.3","27.3","."
"Graduate","45","3.966","62.2","4.4",".",".",".",".",".","15.6","2.2",".","",".","8.9","6.7",".",".","."
"Dept. Total","319","3.610","45.8","28.8","11.9","2.2","0.9","0.3","0.6","2.8","0.3",".","",".","1.3","2.5","1.6","0.9","."
