"TERM : 1134","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2012-2013","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","749","3.590","45.5","25.0","13.9","2.8","0.5","",".","",".","8.4","",".","0.1","",".","3.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.750","81.8","9.1",".","9.1",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","162","3.609","53.1","25.9","18.5","2.5",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","359","3.501","44.8","32.6","17.5","3.9","1.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","532","3.540","48.1","30.1","17.5","3.6","0.8","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","9","3.925","66.7","11.1",".",".",".","",".","",".","11.1","",".","11.1","",".",".","",".",".",".","."
"Graduate","","244","3.752","32.4","10.7","4.5","0.8",".","",".","",".","25.0","",".","16.0","",".","10.7","",".",".",".","."
"Prof Yr 2","","3","",".",".",".",".",".","",".","",".","33.3","",".",".","",".","66.7","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","4","",".",".",".",".",".","",".","",".","50.0","",".",".","",".","50.0","",".",".",".","."
"","Dept. Total","789","3.590","43.2","23.7","13.2","2.7","0.5","",".","",".","8.1","",".","5.1","",".","3.5","",".",".",".","."
