"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"999","004","","19","3.906","78.9","15.8",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"999","005","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","007","","8","3.912","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","9","3.971","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","017","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","018","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","055","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","074","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","080","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","089","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","097","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","202","3.970","94.6","4.0","1.0",".",".",".",".",".",".",".",".",".","0.5",".",".","."
