"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"999","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","10","3.969","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","056","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","147","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","52","3.967","80.8","1.9","3.8",".",".",".",".",".",".",".",".","1.9","9.6","1.9",".","."
