"MED","","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","745","3.648","49.8","29.7","10.1","2.3","0.5","",".","",".","5.5","",".",".","",".","0.5","1.3",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","16","3.281","18.8","37.5","25.0","18.8",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","77","3.542","36.4","44.2","14.3","3.9","1.3","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","223","3.570","38.1","44.4","13.0","3.6","0.9","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","316","3.548","36.7","44.0","13.9","4.4","0.9","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","17","3.625","52.9","29.4","11.8",".",".","",".","",".","5.9","",".",".","",".",".",".",".",".","."
"Graduate","168","3.717","44.6","21.4","6.5","1.2",".","",".","",".","20.8","",".",".","",".","2.4","1.8",".","1.2","."
"Prof Yr 1","46","3.946","91.3","6.5",".",".",".","",".","",".",".","",".",".","",".",".","2.2",".",".","."
"Prof Yr 2","22","3.824","86.4","4.5","9.1",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","6","3.938","83.3","16.7",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","170","3.744","61.8","21.2","9.4","0.6","0.6","",".","",".","2.9","",".",".","",".",".","3.5",".",".","."
"Professionals","244","3.779","70.1","16.8","7.4","0.4","0.4","",".","",".","2.0","",".",".","",".",".","2.9",".",".","."
"Dept. Total","745","3.648","49.8","29.7","10.1","2.3","0.5","",".","",".","5.5","",".",".","",".","0.5","1.3",".","0.3","."
