"KINESIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","",""
"508","001","","31","3.917","80.6","16.1",".",".",".",".",".",".",".",".",".",".",".",".","3.2","."
"508","002","","17","3.353","35.3","23.5","23.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"508","004","","31","3.661","48.4","35.5","16.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Kinesiology","Course Total","","79","3.692","58.2","25.3","11.4","2.5","1.3",".",".",".",".",".",".",".",".",".","1.3","."
"523
Clinic Exercise Test&Train","001","","42","3.667","47.6","40.5","9.5","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"531
Neural Control of Movement","001","","27","3.426","22.2","51.9","18.5","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"541
Org&Adm-School Hlth Progms","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"542
Teacher Ed-Alcohol & Drugs","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"600
Advanced Exercise Psychology","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"614
Biol Factors-Exercise Perf","001","","29","3.138","6.9","27.6","51.7","13.8",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","13","3.964","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"774
Metab Respns-Exercis&Stress","001","","25","3.820","72.0","20.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"800
Seminar-Exercise Psychology","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"861
Prin-Motor Control&Learning","001","","15","3.821","60.0","33.3",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"885
Seminar-Occupation & Health","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"900
Seminar in Kinesiology","001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"955
Smr-Phys Activity Epidemiology","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"961
Smr-Motor Control, Learning","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","","15","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"999
Independent Reading","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
