"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - L","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
522","Dept. Total","224","3.807","75.0","13.4","6.7","1.8","0.4","0.4","",".","1.8","",".",".","",".","",".","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.862","80.0","13.3","6.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","45","3.791","68.9","20.0","11.1",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","54","3.787","81.5","5.6","9.3","1.9",".","1.9","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","56","3.767","71.4","16.1","5.4","3.6","1.8",".","",".","1.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","170","3.789","74.7","13.5","8.2","1.8","0.6","0.6","",".","0.6","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.635","57.1","28.6",".","14.3",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","47","3.914","78.7","10.6","2.1",".",".",".","",".","6.4","",".",".","",".","",".","",".",".","2.1","."
"","Dept. Total","224","3.807","75.0","13.4","6.7","1.8","0.4","0.4","",".","1.8","",".",".","",".","",".","",".",".","0.4","."
