"","890
021","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","890
042","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Individual Research Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Seminar-Poetry","910
001","7","3.833","71.4",".","14.3",".",".",".",".",".",".","",".",".","",".","","14.3",".",".","."
"LATIN
524","Dept. Total","124","3.567","61.3","14.5","8.1","5.6","3.2","1.6","0.8","4.0","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.571","57.1","14.3","14.3","14.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","23","3.281","47.8","21.7","4.3","13.0","4.3","4.3","4.3",".","",".",".","",".","",".",".",".",".","."
"Junior","","24","3.665","62.5","20.8","8.3","4.2","4.2",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","38","3.627","68.4","15.8","7.9","2.6","2.6","2.6",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","99","3.545","60.6","18.2","8.1","7.1","3.0","2.0","1.0",".","",".",".","",".","",".",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","23","3.780","65.2",".","4.3",".","4.3",".",".","21.7","",".",".","",".","",".","4.3",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","124","3.567","61.3","14.5","8.1","5.6","3.2","1.6","0.8","4.0","",".",".","",".","",".","0.8",".",".","."
