"","990
086","","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
089","","3","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
091","","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","","35","",".",".",".",".","",".","",".","",".","94.3",".",".",".","5.7","",".",".",".","."
"M&ENVTOX
362","Dept. Total","","89","3.760","13.5","4.5","3.4",".","",".","",".","",".","76.4",".",".",".","2.2","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","","9","3.684","55.6","22.2","22.2",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","","10","3.667","50.0","30.0","20.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Special","","","1","",".",".",".",".","",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"Graduate","","","78","3.833","9.0","1.3","1.3",".","",".","",".","",".","85.9",".",".",".","2.6","",".",".",".","."
"","Dept. Total","","89","3.760","13.5","4.5","3.4",".","",".","",".","",".","76.4",".",".",".","2.2","",".",".",".","."
