"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
005","17","3.088","29.4","17.6","23.5","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","344
006","17","3.176","11.8","41.2","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","007
344","17","3.294","35.3","17.6","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
008","17","3.118","17.6","11.8","47.1","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","18","3.139","27.8","16.7","27.8","22.2",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
010","17","3.088","29.4","23.5","17.6","17.6",".","11.8",".",".",".",".",".",".",".",".",".","."
"","011
344","18","3.000","22.2","11.1","44.4","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","012
344","14","3.357","42.9","14.3","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.059","23.5","11.8","35.3","11.8","17.6",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.167","27.8","27.8","16.7","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","015
344","16","3.063","18.8","25.0","31.3","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","344
016","17","3.176","23.5","5.9","58.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
017","17","2.882","17.6","11.8","41.2","11.8","5.9","11.8",".",".",".",".",".",".",".",".",".","."
"","344
018","17","3.176","23.5","29.4","23.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
019","16","3.094","25.0","18.8","18.8","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
020","17","3.206","23.5","23.5","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
021","15","3.200","26.7","20.0","26.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
022","16","3.281","37.5","12.5","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
023","14","3.071","21.4","21.4","35.7","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","344
024","16","3.219","18.8","31.3","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
025","17","3.147","17.6","23.5","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
026","15","3.067","20.0","13.3","33.3","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","027
344","15","3.133","13.3","26.7","46.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
028","17","3.206","17.6","35.3","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
029","17","2.941","11.8","23.5","35.3","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","030
344","18","3.083","33.3","5.6","22.2","22.2","16.7",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","501","3.135","24.0","19.4","31.1","16.4","6.6","2.4","0.2",".",".",".",".",".",".",".",".","."
"","345
001","220","2.852","24.5","9.5","27.3","8.2","22.7","4.5","2.7",".",".",".",".",".","0.5",".",".","."
"","345
002","338","2.936","25.1","10.7","28.1","9.2","23.1","2.4","1.5",".",".",".",".",".",".",".",".","."
"","345
003","247","2.951","25.1","9.7","30.4","11.3","18.6","4.0","0.8",".",".",".",".",".",".",".",".","."
"","345
004","39","3.513","41.0","33.3","15.4","7.7","2.6",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","844","2.945","25.7","11.1","28.0","9.5","20.7","3.3","1.5",".",".",".",".",".","0.1",".",".","."
"Polymeric Materials","421
001","7","3.286","14.3","28.6","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","29","3.518","31.0","37.9","27.6",".",".",".",".",".",".",".",".",".",".","3.4",".","."
"Chemical Instrumentation","524
001","24","3.022","16.7","25.0","29.2","12.5","8.3",".","4.2",".",".",".",".",".",".","4.2",".","."
"Physical Chemistry","561
001","30","2.967","26.7","16.7","16.7","16.7","20.0",".","3.3",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","86","2.930","22.1","14.0","25.6","18.6","14.0","4.7","1.2",".",".",".",".",".",".",".",".","."
"","001
563","26","3.308","26.9","23.1","34.6","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","002
563","12","2.958",".","41.7","41.7",".","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"","563
003","22","3.000","22.7","18.2","27.3","9.1","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","563
004","22","3.432","36.4","31.8","27.3",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","563
005","12","2.792","25.0","8.3","33.3",".","25.0",".","8.3",".",".",".",".",".",".",".",".","."
"","006
563","18","3.222","33.3","22.2","16.7","11.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","112","3.165","25.9","24.1","29.5","7.1","9.8","2.7","0.9",".",".",".",".",".",".",".",".","."
"","564
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 175 of 409",""
