"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"International Business","200
001","166","3.118","21.1","27.1","25.9","16.9","4.2","2.4","1.8","0.6",".","",".",".","",".","",".","",".",".","."
"Intercultural Communctn in Bus","320
001","25","3.780","56.0","44.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","365
000A","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","365
002","51","3.961","96.1",".","3.9",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","53","3.939","94.3","1.9","3.8",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Global Issues in Management","001
403","16","3.906","81.3","18.8",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Global Marketing Strategy","420
001","9","3.278","11.1","44.4","33.3","11.1",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","445
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","745
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
006","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
031","37","3.743","51.4","45.9","2.7",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","42","3.774","57.1","40.5","2.4",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"INTL BUS
235","Dept. Total","316","3.382","44.0","25.6","16.1","9.2","2.5","1.3","0.9","0.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.500",".",".","50.0",".","50.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","35","3.065","40.0","11.4","20.0","25.7",".",".","2.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","82","3.265","45.1","18.3","22.0","8.5","3.7","2.4",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","136","3.400","41.2","31.6","14.7","7.4","2.2","1.5","1.5",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","255","3.309","42.0","24.3","18.0","10.2","2.7","1.6","1.2",".","",".",".","",".","",".","",".",".",".","."
"Special","","15","3.321","40.0","13.3","13.3","20.0","6.7",".",".","6.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","45","3.767","57.8","37.8","4.4",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","316","3.382","44.0","25.6","16.1","9.2","2.5","1.3","0.9","0.3","",".",".","",".","",".","",".",".",".","."
