"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Intermediate Algebra","101
005","24","2.587","16.7",".","33.3","12.5","20.8","8.3","4.2",".",".",".",".",".",".",".",".","4.2"
"","112
007","20","2.775","25.0","20.0","20.0","5.0","15.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"","112
008","23","2.500","21.7","4.3","13.0","17.4","26.1","13.0","4.3",".",".",".",".",".",".",".",".","."
"","009
112","26","2.750","26.9","7.7","30.8","3.8","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"","112
010","23","2.783","13.0","30.4","21.7","4.3","21.7",".","8.7",".",".",".",".",".",".",".",".","."
"","112
012","20","2.868","20.0","15.0","25.0","20.0","5.0","5.0","5.0",".",".",".",".",".","5.0",".",".","."
"","013
112","21","3.000","33.3","19.0","28.6",".","4.8","4.8","9.5",".",".",".",".",".",".",".",".","."
"","015
112","19","3.105","36.8","15.8","10.5","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","112
016","24","2.917","20.8","29.2","16.7","12.5","4.2","16.7",".",".",".",".",".",".",".",".",".","."
"","112
017","18","2.639","5.6","11.1","33.3","16.7","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","194","2.811","22.7","17.0","22.2","10.3","14.9","7.2","5.2",".",".",".",".",".","0.5",".",".","."
"","113
001","21","3.119","19.0","33.3","28.6","9.5",".","9.5",".",".",".",".",".",".",".",".",".","."
"","002
113","30","2.633","13.3","16.7","16.7","16.7","26.7","6.7","3.3",".",".",".",".",".",".",".",".","."
"","113
003","19","2.947","10.5","26.3","21.1","26.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"","113
004","25","2.875","32.0","8.0","8.0","8.0","36.0","4.0",".",".",".",".",".",".","4.0",".",".","."
"","113
005","21","2.881","9.5","28.6","23.8","23.8","4.8","9.5",".",".",".",".",".",".",".",".",".","."
"","113
006","19","3.342","31.6","26.3","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","135","2.937","19.3","22.2","20.0","15.6","16.3","5.2","0.7",".",".",".",".",".","0.7",".",".","."
"Algebra and Trigonometry","001
114","82","2.811","12.2","17.1","34.1","3.7","28.0","4.9",".",".",".",".",".",".",".",".",".","."
"","130
001","26","3.077","26.9","11.5","34.6","11.5","11.5","3.8",".",".",".",".",".",".",".",".",".","."
"","130
002","26","3.058","30.8","11.5","30.8",".","23.1","3.8",".",".",".",".",".",".",".",".",".","."
"","003
130","24","3.021","33.3","8.3","20.8","12.5","20.8","4.2",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","76","3.053","30.3","10.5","28.9","7.9","18.4","3.9",".",".",".",".",".",".",".",".",".","."
"","131
001","24","2.750","25.0","8.3","29.2","8.3","12.5","12.5","4.2",".",".",".",".",".",".",".",".","."
"","131
002","14","3.000","21.4","21.4","21.4","7.1","28.6",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","38","2.842","23.7","13.2","26.3","7.9","18.4","7.9","2.6",".",".",".",".",".",".",".",".","."
"","001
132","27","3.463","33.3","40.7","22.2",".",".","3.7",".",".",".",".",".",".",".",".",".","."
"","002
132","22","3.636","40.9","45.5","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","49","3.541","36.7","42.9","18.4",".",".","2.0",".",".",".",".",".",".",".",".",".","."
"Algebraic Reasong-Teachng Math","135
002","8","3.250","25.0","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematics for Teaching","138
002","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","53","3.019","20.8","17.0","30.2","13.2","17.0","1.9",".",".",".",".",".",".",".",".",".","."
"","211
001","242","2.890","21.1","15.3","22.7","18.2","14.5","6.2","1.2",".",".",".",".",".","0.8",".",".","."
"","211
002","164","2.852","25.0","11.0","19.5","17.1","17.7","6.7","1.8",".",".",".",".",".",".",".","1.2","."
"Calculus","Course Total","406","2.874","22.7","13.5","21.4","17.7","15.8","6.4","1.5",".",".",".",".",".","0.5",".","0.5","."
"Calc/Intro-Differntl Equats","001
213","126","3.127","26.2","27.0","17.5","15.9","9.5","2.4","1.6",".",".",".",".",".",".",".",".","."
"","217
001","230","2.540","13.0","16.1","23.5","7.0","20.9","12.6","5.7",".",".",".",".",".","0.9",".",".","0.4"
"","217
002","190","2.694","25.8","6.3","23.7","8.9","20.0","7.9","6.3",".",".",".",".",".","1.1",".",".","."
"Calc with Algebra & Trig II","Course Total","420","2.610","18.8","11.7","23.6","7.9","20.5","10.5","6.0",".",".",".",".",".","1.0",".",".","0.2"
"","221
001","215","2.357","12.6","9.3","20.9","9.8","26.0","12.6","8.4",".",".",".",".",".","0.5",".",".","."
"","002
221","232","2.404","14.2","6.9","20.7","15.5","20.3","13.8","6.9",".","0.4",".",".",".","1.3",".",".","."
"","221
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","448","2.385","13.6","8.0","20.8","12.7","23.0","13.2","7.6",".","0.2",".",".",".","0.9",".",".","."
"","222
001","245","3.019","17.1","21.6","26.1","21.2","7.3","4.1",".",".",".",".",".",".","2.0",".",".","0.4"
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 257 of 409",""
