"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Introduction to Psychology","201
001","24","2.667","16.7","4.2","16.7","29.2","29.2","4.2",".",".",".",".",".",".",".",".",".","."
"","202
001","339","2.746","18.3","15.9","12.1","23.6","22.4","4.7","2.7",".",".",".",".",".","0.3",".",".","."
"","002
202","297","2.817","16.2","20.5","11.8","25.3","20.2","4.4","1.0","0.3",".",".",".",".","0.3",".",".","."
"","202
003","345","2.856","18.0","20.3","11.0","30.4","13.9","4.9","1.2",".",".",".",".",".",".",".","0.3","."
"","004
202","182","2.528","14.3","12.6","17.0","13.7","25.3","12.6","3.3","0.5","0.5",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1163","2.763","17.0","17.9","12.5","24.5","19.8","5.9","1.9","0.2","0.1",".",".",".","0.2",".","0.1","."
"","210
001","50","2.540","18.0","4.0","24.0","12.0","28.0","10.0","4.0",".",".",".",".",".",".",".",".","."
"","210
002","54","2.824","20.4","11.1","25.9","9.3","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"","210
003","54","2.843","18.5","11.1","24.1","20.4","22.2","3.7",".",".",".",".",".",".",".",".",".","."
"","210
004","57","2.570","14.0","7.0","21.1","15.8","31.6","10.5",".",".",".",".",".",".",".",".",".","."
"","005
210","44","2.640","15.9","6.8","25.0","13.6","27.3","6.8","2.3",".",".",".",".",".","2.3",".",".","."
"Basic Stats for Psychology","Course Total","259","2.686","17.4","8.1","23.9","14.3","27.4","7.3","1.2",".",".",".",".",".","0.4",".",".","."
"Freshman Seminar in Psychology","211
001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225
001","45","3.011","11.1","26.7","26.7","20.0","13.3",".",".",".",".",".",".",".","2.2",".",".","."
"","225
002","40","3.038","20.0","17.5","37.5","15.0","5.0","2.5","2.5",".",".",".",".",".",".",".",".","."
"","003
225","47","2.979","14.9","25.5","27.7","17.0","10.6","2.1","2.1",".",".",".",".",".",".",".",".","."
"","004
225","49","3.061","14.3","30.6","30.6","6.1","16.3","2.0",".",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","181","3.022","14.9","25.4","30.4","14.4","11.6","1.7","1.1",".",".",".",".",".","0.6",".",".","."
"Honors Crse-Intro to Psych","281
001","26","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Sexuality","350
001","220","3.275","31.4","24.5","25.9","5.5","10.5","0.9","0.5","0.9",".",".",".",".",".",".",".","."
"","386
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
033","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
042","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
062","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"Psychology of Perception","001
406","32","2.469","6.3","12.5","21.9","25.0","18.8","12.5","3.1",".",".",".",".",".",".",".",".","."
"","411
001","27","4.000","96.3",".",".",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","411
002","25","3.340","28.0","24.0","40.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","411
003","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
004","24","3.304","25.0","25.0","37.5",".","8.3",".",".",".",".",".",".",".","4.2",".",".","."
"","411
005","25","3.320","24.0","32.0","28.0","16.0",".",".",".",".",".",".",".",".",".",".",".","."
"","006
411","23","3.696","52.2","34.8","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
007","25","3.820","68.0","28.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
008","23","3.435","30.4","30.4","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
009","25","3.880","84.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
411","24","3.458","33.3","41.7","20.8",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","411
011","25","3.875","76.0","16.0","4.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","411
013","20","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","293","3.659","56.7","22.5","16.4","2.0","1.0","0.3",".","0.3",".",".",".",".","0.7",".",".","."
"","414
001","178","2.794","8.4","15.2","33.7","16.3","21.3","3.4",".","1.1",".",".",".",".","0.6",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 287 of 409",""
